CodigoInternoPuntoDescarga,LatitudPuntoDescarga,LongitudPuntoDescarga
100563875,43.5146,-5.679
100587757,38.8298,-0.5035
100575176,28.4465,-16.2828
24921033-RUTA1-20,41.3664,2.1646
83924B,45.1859,4.3201
10411EXTR,42.9228,-1.9811
30023,37.9643,-1.2097
200105676,37.1802,-1.8233
100539934,37.9655,-3.1627
24921424-RUTA1-20,41.3664,2.1646
100586719,46.8062,-0.1471
12590A,41.3815,-0.7607
100531820,41.7099,1.8449
100500264,42.7369,-8.6587
83805,41.3219,-8.5645
13338,41.6967,-4.823
84789_00ME,49.0762,4.889
100584443,38.8303,-9.2747
24921731 -RUTA1-20,41.3664,2.1646
92539_00BA,42.0074,0.1234
100550261,48.3089,-0.0639
91493,45.507,9.1576
91206,43.8499,4.9669
100587805,37.8049,-0.8403
87567,50.2895,7.6187
87164ITA,45.7213,11.4853
89188,45.6306,10.0005
86049BZ,49.6757,4.9913
40513_01OU,42.3553,-7.8623
100567972,43.2411,-6.5018
100587551,38.2763,-7.7277
100563142,42.6334,-8.5637
91343,49.386,11.3764
100578505,39.535,-6.4309
90535,49.5502,5.5792
11487_01CH,39.4935,-0.6856
11434AR,40.3057,-3.4635
12937,45.7656,9.0639
24922501-RUTA1-20,41.3664,2.1646
13160,38.6101,-0.5848
80529,48.5573,7.7433
100585974,43.5625,-6.0326
1405D,28.4502,-16.2646
100537330,41.5077,1.9016
100587767,39.2928,-0.4132
88902,48.0789,-1.7277
10527,41.6559,-0.7856
10411KEY,41.507,2.0321
100587798,43.4291,5.2405
100579422,38.9147,-8.8749
24924249-RUTA1-20,41.3664,2.1646
12590B43,41.2537,1.6153
100533515,28.456,-16.2654
1404D,28.1635,-15.4059
100531479,41.8933,2.8043
91809A,46.2229,6.0582
70005P,38.6811,-4.0553
11248,38.9087,-0.534
100581064,43.1589,-8.8048
91320,48.1115,15.5428
24921874-RUTA1-20,41.3664,2.1646
24925645-RUTA1-20,41.3664,2.1646
100539663,42.3394,-7.9972
100570029,36.8172,-3.4974
88869APP,38.6132,-9.0888
100587813,38.1622,-0.8886
100587268,42.4735,-3.6879
92461_MA,53.1506,6.2664
100581266,37.6065,-0.9146
20153A,38.8261,-0.5549
80619_00KO,60.8766,26.7508
100581905,42.1292,3.0655
12987,51.0354,17.3021
10274,41.5994,2.2657
85558B,45.6881,9.4253
100587846,42.8961,-8.0167
24925871-RUTA1-20,41.3664,2.1646
11645_00VI,42.4106,-7.8431
100573269,41.0724,-6.6641
100572638,28.4473,-16.2921
24926038-RUTA1-20,41.3664,2.1646
12595,41.6258,2.2919
100574530,39.2103,-3.8318
100530913,28.0878,-17.1158
90083_01CA,47.2677,-1.5086
100572261,37.3819,-5.9242
100527419,37.2248,-3.6314
100584666,38.7087,-9.2787
100559626,41.0302,-6.2252
100587516,38.7365,-0.9082
24926893-RUTA1-20,41.3664,2.1646
24926941-RUTA1-20,41.3664,2.1646
100566354,39.6942,-8.0209
12282,40.6444,-3.7735
13348,41.499,2.0288
100564194,43.3141,-3.0013
100577415,28.4825,-16.3969
100555634,36.6691,-4.5027
91199D51,51.0267,7.4157
100564538,28.0402,-15.4197
100587743,38.371,-0.5718
100563345,28.7743,-17.9777
100537451,28.4271,-16.3043
89235A,51.0432,16.9564
89916,40.8836,-8.4295
100587181,43.1479,0.9741
100535523,42.4509,-2.4155
24927835-RUTA1-20,41.3664,2.1646
200107226,28.1093,-15.457
24927137-RUTA1-20,41.3664,2.1646
100536776,28.1579,-15.4223
24927944-RUTA1-20,41.3664,2.1646
100587871,43.0979,-9.2208
100521299,27.7577,-15.6011
91372_01KO,47.3318,8.0262
92572,50.3325,3.4076
100527212,38.9748,-5.8
100581452,39.2107,-3.8301
100587883,42.6614,-8.111
100587900,40.1208,-6.6616
100587819,40.5218,-5.6671
89848_00AM,52.3998,4.7819
13352,39.5517,-0.4697
200106996,27.8585,-15.3944
100587540,42.6584,-8.7034
100541615,28.3968,-13.8632
100569536,28.3312,-16.3714
100577005,27.9989,-15.3903
88869PH,40.909,-8.4213
100001410,43.2427,-2.8819
100587911,42.2833,-8.7167
100551214,43.4814,-0.7551
100541378,39.0561,-9.0062
100580080,42.2596,-8.6741
100554214,41.7471,-8.8551
24928300-RUTA1-20,41.3664,2.1646
100587915,43.36,-4.04
90530F66,43.6932,6.9718
10411OYA,37.3047,-6.2495
100587730,45.7115,8.9071
24928302-RUTA1-20,41.3664,2.1646
24928752-RUTA1-20,41.3664,2.1646
24928497-RUTA1-20,41.3664,2.1646
100577461,28.0322,-15.4559
84003_00SA,40.8506,-8.4798
100582553,38.5352,-7.9158
100527194,36.1813,-5.4357
100501086,47.0661,-0.8384
100587847,42.6069,-8.3739
13364,51.0403,3.7538
12488,41.4682,2.0273
24929936-RUTA1-20,41.3664,2.1646
10411STA2,42.5731,-6.774
12641E31,42.8312,-1.552
90456A,51.8273,9.4705
90530ARO,43.6147,6.8211
92091A,44.5305,4.7327
100587583,39.2928,-0.4132
12867ABR,41.519,1.892
100521237,27.9806,-15.3922
100567766,39.6362,-7.8437
100521343,28.2211,-16.4164
100584883,43.5664,-5.9224
82583B,52.0848,4.8619
100585635,42.3798,-3.549
100586785,46.5777,-0.7646
100587955,46.6923,-1.3772
100535852,28.459,-16.2564
100573418,38.3484,-0.7707
100579780,28.1561,-15.412
24929153-RUTA1-20,41.3664,2.1646
11283,37.3397,-5.8418
92098_01DI,-8.7832,34.5085
100532779,43.331,-5.7732
10411FED,42.4676,-2.4337
88972,51.5587,6.7462
12465_00SE,37.3851,-5.9265
24930397-RUTA1-20,41.3664,2.1646
100573291,37.576,-7.9771
100568458,27.9951,-15.389
24929886-RUTA1-20,41.3664,2.1646
100516123,39.0669,-0.5121
100576354,28.5022,-13.8644
24931155-RUTA1-20,41.3664,2.1646
100587966,39.9771,-3.4544
100533357,28.1329,-15.4393
89390P,49.1067,13.8114
24930371-RUTA1-20,41.3664,2.1646
100519888,42.0004,-5.7494
100586993,43.5719,-5.9284
100536331,27.9111,-15.5767
11442,41.8095,2.8604
81616,51.9535,8.8871
13372,50.748,12.0886
92412,60.4466,22.1891
100531309,28.1558,-15.4207
200105346,28.4636,-16.2518
100568260,28.1026,-15.5288
100521345,28.001,-15.4156
13366,40.5831,-8.6477
91218_00JO,57.7623,12.9753
100534090,43.3087,-5.8755
100519686,41.616,-4.7369
100540703,0.0,0.0
10411_08CE,41.3962,2.152
89064,44.6972,10.8202
100547559,27.9101,-15.5401
100587990,38.0996,-0.8944
90537F06,43.6468,6.9508
86127,58.0355,14.9757
91605FR,43.4201,5.2643
100587971,37.3364,-4.3864
24932859-RUTA1-20,41.3664,2.1646
24931627-RUTA1-20,41.3664,2.1646
100587957,45.1948,4.8142
100570820,28.2673,-14.1035
100553208,27.8618,-15.4173
89867ST,48.2795,1.9686
90849,46.3057,5.3826
100574765,39.3874,-3.2158
100587824,41.4726,-8.2831
100587937,41.3972,1.8504
100541688,44.8238,-0.5249
24933118-RUTA1-20,41.3664,2.1646
92189C,50.122,8.917
100587703,42.3421,-2.0844
100587036,38.1189,-3.0975
13141_00HO,40.9084,-4.1079
100587851,42.316,-7.9551
100568336,27.8458,-15.4474
100587765,51.3748,-2.1384
100560671,42.8284,-1.6029
24934094-RUTA1-20,41.3664,2.1646
24934541-RUTA1-20,41.3664,2.1646
100586627,43.1859,-2.2552
90474AL,51.2327,7.0782
100568850,41.4629,1.9636
81662_02KE,50.8909,6.671
11645A,42.3843,-7.8327
88006,51.1375,6.7493
92146A,52.3314,9.1967
90703DE,48.848,12.9617
1262689,53.5428,9.9891
82589D06,51.6685,12.0827
12760,41.5451,2.1624
12989_00SA,41.4714,1.8247
12140,41.1215,1.1809
89390GOLL,49.3931,11.0457
100575861,43.0189,-7.4442
100574177,28.0385,-15.4183
100565466,28.1551,-15.4156
100588014,40.0053,-6.1196
24934852-RUTA1-20,41.1487,1.2355
24933777-RUTA1-20,41.3664,2.1646
13384_00SO,43.276,-5.613
13081,51.4505,5.8009
88869_04CA,40.89,-8.4306
1401,42.1987,-8.7716
100588000,42.3486,-1.941
24934854-RUTA1-20,41.1487,1.2355
24934826-RUTA1-20,41.3664,2.1646
100586915,38.0383,-1.4897
89971,45.2572,8.628
100571437,28.9217,-13.672
20630_00VA,41.3164,1.2671
24935306-RUTA1-20,41.3664,2.1646
24934853-RUTA1-20,41.1487,1.2355
24934227-RUTA1-20,41.3664,2.1646
80752,45.2558,4.2447
100588070,43.2429,-8.9005
83827X,47.7584,8.8554
100568307,42.6263,-7.4821
24936251-RUTA1-20,41.3664,2.1646
24936164-RUTA1-20,41.3664,2.1646
100538720,0.0,0.0
24936250-RUTA1-20,41.3664,2.1646
13346_01SW,50.8659,16.4948
100562341,28.4981,-16.206
100572545,28.1013,-15.4471
100587315,39.6928,-0.5583
24934686-RUTA1-20,41.3664,2.1646
13312_00KU,47.4689,11.9782
100546546,43.3965,-5.7902
88288,48.8317,7.4947
88869EPO,41.2981,-8.6099
89676EMSU,47.9329,-0.421
24936158-RUTA1-20,41.3664,2.1646
24936248-RUTA1-20,41.3664,2.1646
100563962,43.2663,-2.0504
100580281,41.8686,-4.5378
100588041,37.6043,-1.3379
100572260,39.8628,-4.0273
100588075,40.8733,-3.5953
24935339-RUTA1-20,41.3664,2.1646
24936451-RUTA1-20,41.3664,2.1646
13081_00DO,51.9167,5.6505
12826,42.1256,-8.6195
100581853,42.3732,-3.7367
100588057,37.9874,-0.6773
100588091,38.0816,-6.2617
24935359-RUTA1-20,41.3664,2.1646
100586780,47.3224,-2.1607
90038,47.3195,-1.384
100565802,37.4346,-1.4994
100588093,42.3958,-3.5571
100588072,37.8192,-0.9593
100547381,43.6575,0.6272
88492D21,53.2442,10.4632
100537670,41.4567,1.9998
100536949,27.752,-15.666
100588076,43.0289,-7.7908
100588048,39.4072,-6.3458
24937626-RUTA1-20,41.3664,2.1646
10285_00PS,36.6483,-6.2633
100568111,42.8737,-7.8707
24936273-RUTA1-20,41.3664,2.1646
24936903-RUTA1-20,41.3664,2.1646
100588097,38.1649,-0.8852
100580162,42.0124,-4.5453
24937805-RUTA1-20,41.3664,2.1646
24934218-RUTA1-20,41.3664,2.1646
92492_00GE,51.081,3.7436
100574473,43.4725,-7.3114
100568382,42.6198,-2.849
100587875,43.423,-5.8138
24936913-RUTA1-20,41.3664,2.1646
13185,53.4898,9.1174
13392,52.5289,11.4232
13378,38.3026,-5.2671
91515MI,49.6719,8.9967
100554107,38.1726,-1.3866
100533416,40.6283,-4.0213
100588113,40.3689,-1.145
100529951,43.6575,0.6272
12077,39.6274,-0.5969
100579346,40.1484,-8.8588
88902_01CE,48.0789,-1.7277
100588067,48.0765,-0.7434
24937728-RUTA1-20,41.3664,2.1646
100540172,45.5838,4.7842
24938329-RUTA1-20,41.3664,2.1646
24938736-RUTA1-20,41.3664,2.1646
100588125,42.9154,-3.5834
100552606,45.6943,-0.1913
100588153,42.8022,-5.6549
88869MPL,40.5553,-8.6815
80229DE,52.5796,8.194
13382_01HO,52.0779,5.5334
89386,53.394,-0.7479
100539627,38.177,-1.0531
13326,38.6545,-8.1785
24937421-RUTA1-20,41.3664,2.1646
100588054,38.721,-0.0491
100587898,43.1033,0.3334
13398_01KO,51.0068,6.9311
100584210,40.3794,-3.7399
89676_03AR,48.1296,7.355
100544210,38.5944,-8.3577
13337,41.0246,-8.5525
100573137,28.0522,-16.6404
100588111,40.4832,-8.0842
100588172,42.0157,2.8285
87236,37.2304,14.5234
91513BP,46.4657,1.0394
81514_01DU,47.0067,-1.1073
90762ARI,46.3955,5.5726
13379,49.5154,11.3675
100535902,43.4815,-6.7026
100549995,28.4754,-16.4164
100572367,28.9732,-13.5606
83924_01DE,45.2526,4.2503
91218MOL,55.661,13.3391
88807_01MB,46.5405,5.0347
100576178,40.9755,-5.4238
12877,37.0821,-3.7696
100575447,38.2348,-1.0435
24939822-RUTA1-20,41.3664,2.1646
12725,39.3113,-0.4188
100521142,28.5008,-13.8628
100574468,39.8762,-5.5686
100569299,41.3972,1.8504
24939139-RUTA1-20,41.3664,2.1646
24938855-RUTA1-20,41.3664,2.1646
89799INV,45.7627,8.4763
100588193,42.7833,-8.4667
100586764,36.2072,-5.4526
91657A,51.699,-3.4185
13385_01TA,50.0143,20.9198
100576800,44.4748,2.0606
200104611,39.473,-0.3537
87029,40.8596,-8.6253
100520104,37.4863,-2.7773
100580129,40.8981,-0.3633
24939827-RUTA1-20,41.3664,2.1646
24939036-RUTA1-20,41.3664,2.1646
100588187,38.8765,-0.7649
100553942,42.0571,1.9049
13396,45.3347,11.7534
100001448,36.1443,-5.3657
100586258,40.1724,-8.7089
200102911,36.7251,-4.4002
13395_01EP,48.6008,1.6754
100588204,39.9131,-2.1289
91372_02BA,47.3327,8.0381
91883,48.1519,7.243
100541616,27.9235,-15.398
100575704,40.4368,-3.5372
100588077,42.8125,-1.6458
100574792,39.2278,-0.4926
100570982,42.5506,-3.3254
24940474-RUTA1-20,41.3664,2.1646
24940754-RUTA1-20,41.3664,2.1646
100565140,27.8588,-15.4183
10466R,41.4804,2.0244
20600,37.9878,-4.3041
12884,41.3922,2.1386
12300,39.1756,-2.1843
200106196,44.4056,8.9463
100574471,28.1376,-15.43
24941314-RUTA1-20,41.3664,2.1646
24941315-RUTA1-20,41.3664,2.1646
100517221,38.8482,-9.3193
100552501,40.6856,-5.6167
100501099,43.9083,-0.907
100587831,38.7116,-1.0012
100515948,38.448,-0.6495
100588077,42.284,-2.2621
100527990,38.3988,-1.0466
100533674,38.7119,-0.9542
100587948,41.8385,12.6543
85779CB,45.4656,9.4755
13213,39.7005,-8.9509
24941620-RUTA1-20,41.3664,2.1646
100581043,28.2208,-14.0237
100588257,43.3194,-8.2339
24941107-RUTA1-20,41.1487,1.2355
92431CEC,44.5069,11.4258
12870,39.6578,-7.676
100516544,40.9447,-5.6559
24941105-RUTA1-20,41.1487,1.2355
100588262,38.8412,-0.8662
100524403,28.0582,-16.5818
100588268,28.4799,-16.2468
100588279,43.5145,-6.751
100575056,42.6002,-8.351
90786,39.3208,-7.4449
24941745-RUTA1-20,41.3664,2.1646
100549951,28.0783,-16.5579
100569951,28.1446,-15.6486
24942216-RUTA1-20,41.3664,2.1646
100517383,39.5134,-2.9941
92074,53.0908,8.6996
24939107-RUTA1-20,41.3664,2.1646
24941924-RUTA1-20,41.3664,2.1646
100586972,36.5629,-4.859
85671,47.2652,8.3493
100588342,41.9069,-7.3131
24941966-RUTA1-20,41.3664,2.1646
100519450,37.2539,-6.9596
13422,39.3638,-0.462
100549476,41.8659,0.4241
13247,47.3219,7.3804
24943588-RUTA1-20,41.3664,2.1646
100588350,42.4167,-6.9831
100585885,48.5087,-2.742
100516989,47.739,2.3713
10411SOP,41.4387,2.0126
13400,42.4353,-8.0536
24943036-RUTA1-20,41.3664,2.1646
100580232,41.6784,-4.7913
100584993,43.4026,0.8462
24941918-RUTA1-20,41.3664,2.1646
24943609-RUTA1-20,41.3664,2.1646
100580788,41.9896,-6.7976
24942571-RUTA1-20,41.3664,2.1646
80428,48.0535,-1.3202
10411E28,40.3886,-3.4791
100584305,38.2639,-1.4354
88533,44.5391,10.8418
89719SK,53.3522,-1.9888
100587799,41.6804,-0.9784
100578420,28.47,-16.295
24944088-RUTA1-20,41.3664,2.1646
89799IFO,45.6492,10.282
100501094,43.6654,-1.289
20365_00UT,41.7086,-1.0074
12323,41.6384,2.3455
100588385,40.6713,-6.3121
11546,41.8102,1.8975
100575488,40.8533,-4.731
100533921,43.3447,-5.6317
100588287,37.2072,-3.7053
13418,49.4284,9.1979
100540030,39.4675,-0.5045
100576709,28.0117,-15.3871
24943967-RUTA1-20,41.3664,2.1646
100519722,43.124,-7.6315
10411QM,39.5848,-3.0358
88869APP,38.6133,-9.0888
13146_00BR,51.4067,8.5981
90703B03,50.868,4.5394
100588333,28.9836,-13.5694
100582047,47.7773,19.9295
24944909-RUTA1-20,41.3664,2.1646
100588391,42.8833,-8.5333
83827WA,53.3733,9.7941
100580011,42.6848,-7.9977
100544293,43.6538,-1.4073
100585151,28.049,-15.7323
100546070,28.1029,-15.4359
100571985,27.8441,-15.4458
24943466-RUTA1-20,41.3664,2.1646
90530CIE,43.6142,7.0083
100538930,43.2254,-2.8867
100583768,43.2804,-8.2128
24945201-RUTA1-20,41.3664,2.1646
92028,47.4839,7.9879
100565100,40.5732,-3.2155
100580265,43.6938,-7.4415
100588440,37.6731,-3.567
100588425,40.6764,-6.3053
100572352,52.6806,4.8368
24945208-RUTA1-20,41.3664,2.1646
100560504,49.5339,0.5508
100587424,41.814,2.7319
12624,41.5291,1.8684
100579014,41.7657,-2.5235
100517259,39.4244,-9.164
100538017,28.3454,-16.3728
81514_01ST,47.0067,-1.1073
100524503,40.7135,-2.5784
100521739,43.3857,-3.7284
100516759,40.8871,-5.2019
100575745,42.9047,-8.4965
24945210-RUTA1-20,41.3664,2.1646
100571055,28.1245,-15.4496
88621_01OL,48.0212,12.5523
12156,41.5382,2.1607
81662_01ME,52.2079,8.341
100518805,41.1761,1.2318
13431,50.7349,2.5759
89676JOVI,47.9766,3.3888
100588264,39.0638,-0.5449
100588428,40.513,-3.592
10411FI,41.715,2.2695
91513BF,49.0925,0.6827
100568948,28.0581,-15.4408
100588495,39.8304,-6.1469
100576800,44.0772,1.2786
100588500,42.6228,-2.8488
200101811,36.749,-3.518
82965TO,40.2384,-7.5139
100541832,28.1407,-15.4277
100550689,42.795,-8.5494
100572462,47.3352,0.6544
100568991,43.2928,-8.1587
100546486,38.6627,-27.0948
100569559,38.7619,-27.1092
88826,51.3293,12.2544
13435,45.6277,8.9266
100529250,38.9339,1.4172
88015,49.221,7.5936
90152BEL,51.2615,4.2274
100588436,41.0039,-1.0908
100572011,46.3113,-0.4937
100560742,42.5658,-6.6982
82586_02ST,50.3172,9.4437
100587532,41.7896,-0.8236
87107FR,49.9908,3.4443
81662DE,49.499,6.8327
80160,40.8533,14.4784
10411_00QU,39.5999,-3.0475
91248,45.4514,12.0727
100587191,45.0157,3.8988
100588532,39.2592,-8.582
100550290,28.454,-16.3022
100572384,28.0994,-15.4746
100588056,43.3004,-7.3512
13440,51.1344,4.342
12092,42.1995,-8.6483
100588427,40.0255,-0.0505
100588537,41.3523,-8.5405
100588473,37.6857,-6.942
89676_09OD,47.59,7.5793
100588551,42.6614,-8.111
100588570,41.8369,-3.0045
100587930,49.1909,2.3644
100515932,38.8255,-0.5455
100519951,37.0825,-5.8587
89148_02VI,43.4291,5.2405
100588533,43.2081,-7.3986
90557_01CR,46.1641,3.417
100515915,41.9178,3.1453
91047,51.3593,5.2736
91361__0SH,47.7213,8.6696
11483B,40.5761,-6.558
10411ES1,41.5984,2.4116
13445,49.8637,1.0566
100588580,43.0305,-7.3321
13393,43.2862,2.0272
10411RAB,37.4402,-3.9108
100584695,41.7537,-2.5468
100532892,39.7913,-5.6977
100588578,38.2154,-5.8182
86400,47.026,4.84
92323_02LI,51.0048,3.7238
100588568,42.2911,1.3548
100588575,38.3221,-0.7407
13310,49.3523,0.544
88701,46.8491,-1.8642
24947077-RUTA1-20,41.3664,2.1646
12162_00NA,43.2233,-2.0226
24949891-RUTA1-20,41.3664,2.1646
24949294-RUTA1-20,41.3664,2.1646
100581750,28.1092,-15.4563
100533057,28.0426,-15.4122
100588591,42.5764,-6.5435
12900,52.4004,4.8298
13032,45.3096,4.2846
100583868,37.7308,-8.224
13287_00AI,49.9655,1.9361
89481,51.7879,9.3955
100566384,39.0062,-7.249
24947715-RUTA1-20,41.1487,1.2355
24947712-RUTA1-20,41.6164,2.2957
100580219,43.35,-8.113
100582342,42.5586,-6.6553
12935,43.7078,10.6136
88902_01PA,48.0789,-1.7277
80492,51.9325,5.5881
13351,45.6826,9.7725
89799TO2,45.1777,7.5918
100583975,39.4374,-2.1034
100588632,37.9537,-6.8321
100578416,28.4259,-14.013
100588624,40.6702,-0.0697
100588633,40.7237,-3.9775
91199_00ME,52.2192,8.2689
92539_03AS,50.3658,5.0453
100584640,52.7963,4.7812
100588613,40.9101,-1.0717
100586722,43.4899,-1.4621
100552824,42.0032,-5.6751
100588620,42.5144,-8.8138
13000_01RO,40.8686,-8.4616
100588634,43.5619,-7.642
100588615,40.0559,-6.289
13453,50.7196,15.1885
91886_00PE,52.3545,16.81
100564730,28.1208,-15.4482
100533180,37.9732,-3.7978
100515861,39.4496,-0.4738
100588655,40.6983,-5.9294
13443,51.7582,5.55
100578480,41.6324,-0.7497
100572110,42.0298,-2.2318
30094,41.2172,-1.2513
13097_00PO,43.4743,-7.8395
85910,45.6404,8.9168
C10205,38.6101,-0.5848
12960,50.1193,21.9615
13352_00CA,38.6028,-0.6697
1415,28.1563,-15.4109
100568893,43.1809,-7.9011
88492B,52.6556,9.2125
100588670,42.035,-6.9069
100576500,42.0481,-2.5219
100575429,42.0213,-3.284
89799ALL,45.661,9.7147
89390D9,48.8093,13.5421
100588598,42.0228,-6.4351
100585364,28.1007,-15.4373
11487A,39.4943,-0.3802
10411ASTU,43.35,-5.3276
100583200,42.9142,-8.0129
100581507,42.0911,-0.1127
100540809,40.1165,-5.8471
100585041,37.1651,-3.7238
100588665,40.7103,-6.3967
10411RAIL,43.1911,-2.0813
100588654,41.3522,2.0564
100573426,39.0304,-0.5868
10493,41.6657,-0.808
100588685,41.0217,0.8776
100549049,28.2765,-14.1081
13102,45.2552,4.2672
10411CE,41.6685,2.2791
100525401,43.5483,-7.2377
100578040,28.9776,-13.5728
92105RE,51.0599,5.8195
92189F,52.2147,9.9673
90684MA,40.7412,16.6785
88926_01RT,52.3738,16.8314
13424,50.8809,5.7081
100588559,40.5435,-3.5678
100541201,41.2956,-8.7206
100588702,39.3268,-1.644
100518173,40.1053,-3.6574
100567632,37.3874,-5.9478
100588601,0.0,0.0
100588715,43.4626,-7.7276
88402,0.0,0.0
100588692,42.5419,-5.6237
100544181,37.9599,-1.077
100588703,43.1025,-7.6136
100575495,43.1177,5.9421
91218FI8,62.6273,29.7587
10215S,43.4151,-3.8449
89781QA,43.6628,12.0495
85329_01RA,51.1304,7.9246
100582465,42.5799,-8.3128
100588686,42.1326,-3.5709
100588721,43.4502,-7.8531
100518540,42.6152,-1.0109
100533144,39.5716,-3.8602
400090MO,41.5549,2.2723
100586620,52.6463,1.2625
83913L,43.6581,6.8122
10408,41.4621,1.9526
100552720,43.3079,-5.8787
100586326,43.5587,-5.9181
100587799,41.6782,-0.9987
100555565,38.326,-0.7625
13310_00CE,44.5738,11.1258
100583110,40.7546,-3.1762
100516204,43.4842,-6.19
24955600-RUTA1-20,41.3664,2.1646
24955891-RUTA1-20,41.3664,2.1646
13161_00LI,52.7069,-1.7769
100588704,43.0962,-2.5046
13397_00BO,48.7622,2.4991
100588755,41.7516,-2.5443
24956170-RUTA1-20,41.3664,2.1646
100588680,43.2975,-8.2676
89676_06RO,48.1296,7.355
83913ESS,43.7015,6.9894
24956775-RUTA1-20,41.3664,2.1646
100577935,42.7833,-4.2354
100584023,38.9779,-5.7414
24954961-RUTA1-20,41.3664,2.1646
100583756,49.5264,0.7634
100572947,37.7111,-6.5899
10134,41.4613,1.9574
13408,57.2968,13.5279
90989,38.4983,-8.827
80752B3,45.2761,4.1921
91199_00BS,52.0224,8.5349
13046_00SA,43.7692,1.6932
24956716-RUTA1-20,41.3664,2.1646
100570578,39.9671,-4.8329
100588691,43.4711,-7.2994
100588290,45.5195,10.1585
100588756,41.8243,-4.5841
90816,45.7058,13.8611
100588748,37.6857,-6.942
100516106,41.9419,2.2535
100588567,40.5435,-3.5678
91067,40.9767,14.3043
100587831,38.716,-0.9673
100588437,40.5208,-5.6713
81514_00DU,47.0067,-1.1073
100532789,37.2289,-6.8954
100588805,40.9299,-5.7881
100584907,28.9652,-13.542
100500022,50.6506,6.8057
100588797,43.0289,-7.7908
100588783,39.7743,-2.2818
2291635,51.0074,3.7133
400090SA,41.5374,2.1632
1404,28.1395,-15.4154
100588790,39.0231,-7.068
91199_02OV,52.0224,8.5349
100500101,38.663,-4.1277
13469,52.5916,8.3557
90607,51.0302,7.6639
13365_01LO,51.2423,5.2548
13299_01ST,45.5213,9.2179
90487A,42.9187,13.8896
92159TEX,52.5256,17.629
100579242,42.9187,-1.8322
40074,42.9165,-2.6535
100519738,41.4025,-4.3167
100588738,38.5127,-3.367
100588830,42.1503,7.9667
24956014-RUTA1-20,41.6164,2.2957
12931,45.8705,11.0261
100542516,43.5052,-8.1876
100582780,40.4832,-8.0842
100588846,38.8314,-0.4965
100584032,38.9779,-5.7414
100001415,28.1559,-15.4142
92189_02HA,52.031,8.5484
200101521,43.4852,-8.2445
80580_01LA,45.0871,3.5079
91358,50.7689,10.3266
100581380,38.1147,-6.9447
100541180,39.2623,-7.4428
88749,50.9091,12.0761
89528SAN,44.9528,7.7905
100584165,42.9993,-8.1352
24960014-RUTA1-20,41.3664,2.1646
100579001,41.6656,-3.7814
24959695-RUTA1-20,41.3664,2.1646
100588855,43.571,-5.9223
100587675,28.0432,-15.4976
100550029,40.9324,-5.465
100575776,28.0419,-15.424
100500975,40.725,0.5307
1415D,28.1563,-15.4109
100540039,43.2954,-7.6844
100516231,40.3158,-3.4826
100569981,43.1206,-7.6218
100588880,42.2371,-8.7275
89871A,52.2079,8.341
100579041,52.132,4.6173
24961001-RUTA1-20,41.3664,2.1646
100541170,41.7989,-6.6977
89152,53.5438,10.0912
100587011,41.6776,-3.7182
100587775,49.0693,2.1152
24961004-RUTA1-20,41.3664,2.1646
100582856,42.5326,-7.5044
100565854,39.4639,-7.9403
92411,45.5886,10.1021
92461_03ZA,52.3203,6.6573
100583364,28.4715,-16.2647
100588725,42.7622,-8.0197
100569809,42.4989,-8.7661
100587036,38.1282,-3.065
10411R2,41.4718,2.009
100570036,28.3283,-16.4117
92450RIT,51.4475,3.6875
24961562-RUTA1-20,41.3664,2.1646
100525687,28.0477,-16.6601
91568_01AN,51.1234,4.3737
100588935,40.5207,-5.6712
100588922,38.9426,-9.2891
100563902,28.0754,-15.4888
100588120,43.316,-3.067
100549131,28.9707,-13.5422
100588921,42.0636,-7.7239
100588901,41.0519,-0.1539
100577631,28.0581,-15.4408
100588945,37.9576,-6.5009
90187,51.0781,12.2016
12035A,38.211,-0.5766
13474,40.8499,-8.4066
100580196,41.0899,-5.5077
100588920,43.5689,-7.255
13458_01VI,41.2122,1.2047
12815,41.3563,2.0936
100588960,42.7925,-7.8361
100549590,37.5348,-6.1538
24962875-RUTA1-20,42.5233,2.8122
100555650,42.5516,-2.1728
100588958,43.65,-8.05
100588051,28.1349,-15.4277
84733,52.6976,5.2812
100560282,40.34,-3.7055
100586663,46.3269,2.9821
2598255,40.4173,-3.7018
100588947,43.5345,-7.4843
100547591,41.3331,2.1365
100537144,0.0,0.0
100588967,42.0564,-3.8386
100588645,38.7539,0.1078
100588900,38.1191,-3.0977
91199DEB,50.1131,10.7792
89387A,51.3021,5.1134
13389,41.6643,-4.7043
90537_00GR,43.6263,6.9393
91513AH,47.9329,-0.4208
100583900,39.5087,-1.3034
13476,38.3951,-8.5098
13468,39.5136,-0.4677
100577429,40.6807,-6.3069
91218,57.7623,12.9753
100525392,43.0905,-2.3132
11487ESE,37.3677,-6.2566
13383_01SE,45.4777,10.909
24965024-RUTA1-20,41.3664,2.1646
100588300,45.5383,11.8161
100588997,43.091,-2.1129
24966344-RUTA1-20,41.3664,2.1646
100587870,43.3953,-6.1444
91199SAN,49.7025,8.617
24966427-RUTA1-20,41.3664,2.1646
24966414-RUTA1-20,41.3664,2.1646
24965113-RUTA1-20,42.5233,2.8122
12904,40.1878,-3.8033
91199_00BW,52.0224,8.5349
84252,53.5509,-2.1781
85647,53.0927,-1.3489
24966714-RUTA1-20,41.3664,2.1646
