CodigoInternoPuntoCarga,LatitudPuntoCarga,LongitudPuntoCarga
1219,43.2809,-1.683
25131962-RUTA2-20,49.4764,8.4305
1873,36.1783,-5.3375
100578063,37.9414,-3.5291
100592770,41.3199,-8.3023
100581465,40.5372,-8.6383
100582062,42.0556,-3.8386
100591890,38.7949,-9.1956
100593436,41.5295,-5.5823
100516912,41.4787,2.0235
100582187,37.1339,-4.2068
100549396,37.2141,-3.7017
100546235,40.5808,-7.8013
100593228,40.7326,-4.4733
11073A,41.3243,2.0305
100519748,37.9316,-4.675
100593525,39.4029,-3.2221
100593028,41.9754,-5.6211
25139744-RUTA2-20,49.4764,8.4305
100579273,43.0919,-1.6061
100542805,40.0255,-8.389
100541825,44.1332,0.6604
100593015,42.9146,-8.0136
83902,45.0245,4.4933
100554116,38.8894,-9.1886
100518590,43.1459,-2.0714
100590818,37.576,-7.9771
100517228,40.8517,-8.3895
100519992,43.4074,-3.8642
100551401,43.4039,-2.9597
100592794,38.1902,-1.1041
100001219,43.2809,-1.683
100001457,39.3117,-0.4209
1457,39.3117,-0.4209
100589955,40.8478,-7.9701
100571933,41.1677,0.9745
100593503,39.8777,-4.0782
100569673,38.9054,-3.6669
100588204,39.9131,-2.1289
100542161,37.6014,-4.0968
100591135,41.9406,-0.7294
100582002,39.567,-0.6254
100593880,37.8211,-3.37
100522368,42.5421,-6.6728
100579001,41.6656,-3.7814
100593218,40.1499,-2.1374
100593720,37.846,-0.8048
100592495,39.9113,-4.8726
100532730,41.1922,1.2064
100593837,40.8931,14.3204
12165,42.4447,-2.1955
100591725,41.5371,-8.4359
100590721,40.344,-1.1158
25140118-RUTA2-20,49.5384,8.4106
25140637-RUTA2-20,49.5384,8.4106
25140939-RUTA2-20,49.5384,8.4106
25141704-RUTA2-20,39.5764,2.6542
25141703-RUTA2-20,39.5764,2.6542
25142478-RUTA2-20,49.5384,8.4106
25142477-RUTA2-20,49.5384,8.4106
25144020-RUTA2-20,0.0,0.0
25144416-RUTA2-20,49.5384,8.4106
25147426-RUTA2-20,51.2838,4.38
25147425-RUTA2-20,51.2838,4.38
25147424-RUTA2-20,51.2838,4.38
25147423-RUTA2-20,48.1443,11.7037
25147678-RUTA2-20,49.5384,8.4106
25151066-RUTA2-20,39.5764,2.6542
25151330-RUTA2-20,48.2262,16.3823
25152651-RUTA2-20,39.5764,2.6542
100591486,42.6241,-7.4847
100587875,43.423,-5.8138
100592745,37.7025,-1.7129
100515877,38.2784,-0.6482
88724,37.4618,-3.8846
100594080,39.6665,-0.2607
100593640,41.542,2.1275
100586127,38.3487,-0.5604
100560865,44.8535,-0.6935
100584582,43.2167,-2.8352
100592556,43.7325,-7.6734
25161582-RUTA2-20,49.4764,8.4305
100576191,41.7097,-1.1934
11639A,38.1868,-1.3264
12595TO,39.9749,-3.4157
100515837,43.292,-2.9387
100565063,46.4977,0.2096
100591706,42.6689,-5.6319
100593024,40.4705,0.4738
100501094,43.6654,-1.289
100522230,38.2053,-1.0443
100587703,42.3421,-2.0844
100579305,43.2001,-2.0607
100592920,37.5705,-0.9258
1412,41.1535,1.2126
100594201,41.5253,2.1459
25167361-RUTA2-20,49.4764,8.4305
11275,41.5616,2.2577
100586831,39.1778,-8.6181
100527212,38.9748,-5.8
100593900,43.1025,-7.6136
100587540,42.6584,-8.7034
12838,41.4738,2.0956
100549397,42.8833,-8.5333
100592860,41.7513,-2.5442
100591502,40.3319,-3.4645
100594077,41.3432,2.1463
